,wp_s_x,wp_s_z,wp_t_x,wp_t_z,total_edges,vis_edges,HHs,HTs,HLs,THs,TTs,TLs
0,18,5,18,6,99,0,0,0,0,0,0,0
1,18,5,18,7,90,0,0,0,0,0,0,0
2,18,5,18,8,90,90,90,68,25,90,60,25
3,18,5,18,9,117,117,117,117,105,117,117,99
4,18,5,18,10,81,9,9,0,0,2,0,0
5,18,5,18,11,117,57,57,30,1,26,10,0
6,18,5,9,7,108,0,0,0,0,0,0,0
7,18,5,18,12,108,0,0,0,0,0,0,0
8,18,5,18,13,99,0,0,0,0,0,0,0
9,18,5,19,1,54,32,32,27,9,19,17,5
10,18,5,19,2,54,27,27,21,0,27,21,0
11,18,5,19,3,99,0,0,0,0,0,0,0
12,18,5,19,4,117,0,0,0,0,0,0,0
13,18,5,19,5,108,0,0,0,0,0,0,0
14,18,5,9,8,126,0,0,0,0,0,0,0
15,18,5,9,9,99,0,0,0,0,0,0,0
16,18,5,9,10,90,0,0,0,0,0,0,0
17,18,5,10,6,126,0,0,0,0,0,0,0
18,18,5,10,7,117,0,0,0,0,0,0,0
19,18,5,10,8,108,0,0,0,0,0,0,0
20,18,5,10,9,81,0,0,0,0,0,0,0
21,18,5,10,10,99,0,0,0,0,0,0,0
22,18,5,10,11,117,0,0,0,0,0,0,0
23,18,5,10,12,108,96,96,96,96,84,84,80
24,18,5,10,13,108,0,0,0,0,0,0,0
25,18,5,10,14,117,55,55,23,0,36,15,0
26,18,5,11,3,99,0,0,0,0,0,0,0
27,18,5,11,4,108,0,0,0,0,0,0,0
28,18,5,11,5,81,0,0,0,0,0,0,0
29,18,5,11,6,108,0,0,0,0,0,0,0
30,18,5,11,7,90,0,0,0,0,0,0,0
31,18,5,11,8,117,0,0,0,0,0,0,0
32,18,5,11,12,117,0,0,0,0,0,0,0
33,18,5,11,13,108,0,0,0,0,0,0,0
34,18,5,11,14,99,0,0,0,0,0,0,0
35,18,5,12,3,63,0,0,0,0,0,0,0
36,18,5,12,4,99,0,0,0,0,0,0,0
37,18,5,12,5,108,0,0,0,0,0,0,0
38,18,5,12,6,99,0,0,0,0,0,0,0
39,18,5,12,7,108,0,0,0,0,0,0,0
40,18,5,12,8,108,0,0,0,0,0,0,0
41,18,5,12,9,108,0,0,0,0,0,0,0
42,18,5,12,10,99,0,0,0,0,0,0,0
43,18,5,12,11,90,0,0,0,0,0,0,0
44,18,5,12,13,117,0,0,0,0,0,0,0
45,18,5,12,14,9,0,0,0,0,0,0,0
46,18,5,13,1,81,0,0,0,0,0,0,0
47,18,5,13,2,72,0,0,0,0,0,0,0
48,18,5,13,3,72,0,0,0,0,0,0,0
49,18,5,13,4,108,0,0,0,0,0,0,0
50,18,5,13,5,126,0,0,0,0,0,0,0
51,18,5,13,6,108,0,0,0,0,0,0,0
52,18,5,13,7,126,0,0,0,0,0,0,0
53,18,5,13,8,117,0,0,0,0,0,0,0
54,18,5,13,9,108,0,0,0,0,0,0,0
55,18,5,13,10,117,0,0,0,0,0,0,0
56,18,5,13,11,90,0,0,0,0,0,0,0
57,18,5,13,12,99,0,0,0,0,0,0,0
58,18,5,13,13,54,0,0,0,0,0,0,0
59,18,5,13,14,90,0,0,0,0,0,0,0
60,18,5,14,0,108,0,0,0,0,0,0,0
61,18,5,14,1,36,0,0,0,0,0,0,0
62,18,5,14,2,117,0,0,0,0,0,0,0
63,18,5,14,3,90,0,0,0,0,0,0,0
64,18,5,14,4,81,81,81,81,48,81,81,47
65,18,5,14,5,90,0,0,0,0,0,0,0
66,18,5,14,6,108,0,0,0,0,0,0,0
67,18,5,14,7,81,0,0,0,0,0,0,0
68,18,5,14,8,99,0,0,0,0,0,0,0
69,18,5,14,9,99,60,59,38,12,41,20,1
70,18,5,14,10,117,105,105,104,104,104,104,104
71,18,5,14,11,126,0,0,0,0,0,0,0
72,18,5,14,12,108,0,0,0,0,0,0,0
73,18,5,15,1,63,0,0,0,0,0,0,0
74,18,5,15,2,99,0,0,0,0,0,0,0
75,18,5,15,3,108,1,1,0,0,1,0,0
76,18,5,15,4,90,0,0,0,0,0,0,0
77,18,5,15,5,117,0,0,0,0,0,0,0
78,18,5,15,6,90,0,0,0,0,0,0,0
79,18,5,15,7,117,0,0,0,0,0,0,0
80,18,5,15,8,72,0,0,0,0,0,0,0
81,18,5,15,9,108,0,0,0,0,0,0,0
82,18,5,15,10,99,0,0,0,0,0,0,0
83,18,5,15,11,126,14,14,0,0,4,0,0
84,18,5,15,12,81,1,1,0,0,0,0,0
85,18,5,15,13,108,0,0,0,0,0,0,0
86,18,5,15,14,90,0,0,0,0,0,0,0
87,18,5,15,15,99,0,0,0,0,0,0,0
88,18,5,15,16,72,0,0,0,0,0,0,0
89,18,5,15,17,108,0,0,0,0,0,0,0
90,18,5,15,18,117,0,0,0,0,0,0,0
91,18,5,15,19,108,0,0,0,0,0,0,0
92,18,5,15,20,90,0,0,0,0,0,0,0
93,18,5,15,21,63,0,0,0,0,0,0,0
94,18,5,16,8,108,0,0,0,0,0,0,0
95,18,5,16,9,117,0,0,0,0,0,0,0
96,18,6,18,5,99,0,0,0,0,0,0,0
97,18,6,18,7,110,83,83,47,8,55,31,3
98,18,6,18,8,110,0,0,0,0,0,0,0
99,18,6,18,9,143,0,0,0,0,0,0,0
100,18,6,18,10,99,0,0,0,0,0,0,0
101,18,6,18,11,143,0,0,0,0,0,0,0
102,18,6,9,7,132,114,114,58,0,70,22,0
103,18,6,18,12,132,0,0,0,0,0,0,0
104,18,6,18,13,121,0,0,0,0,0,0,0
105,18,6,19,1,66,0,0,0,0,0,0,0
106,18,6,19,2,66,0,0,0,0,0,0,0
107,18,6,19,3,121,0,0,0,0,0,0,0
108,18,6,19,4,143,0,0,0,0,0,0,0
109,18,6,19,5,132,0,0,0,0,0,0,0
110,18,6,9,8,154,112,112,112,71,97,94,56
111,18,6,9,9,121,88,88,88,88,51,48,42
112,18,6,9,10,110,0,0,0,0,0,0,0
113,18,6,10,6,154,118,118,118,109,91,91,84
114,18,6,10,7,143,0,0,0,0,0,0,0
115,18,6,10,8,132,94,94,90,82,48,48,45
116,18,6,10,9,99,56,56,56,56,14,10,7
117,18,6,10,10,121,2,2,0,0,0,0,0
118,18,6,10,11,143,0,0,0,0,0,0,0
119,18,6,10,12,132,0,0,0,0,0,0,0
120,18,6,10,13,132,0,0,0,0,0,0,0
121,18,6,10,14,143,0,0,0,0,0,0,0
122,18,6,11,3,121,20,20,0,0,20,0,0
123,18,6,11,4,132,44,44,27,0,39,24,0
124,18,6,11,5,99,0,0,0,0,0,0,0
125,18,6,11,6,132,0,0,0,0,0,0,0
126,18,6,11,7,110,69,69,66,64,22,21,18
127,18,6,11,8,143,13,13,13,13,0,0,0
128,18,6,11,12,143,0,0,0,0,0,0,0
129,18,6,11,13,132,0,0,0,0,0,0,0
130,18,6,11,14,121,0,0,0,0,0,0,0
131,18,6,12,3,77,0,0,0,0,0,0,0
132,18,6,12,4,121,0,0,0,0,0,0,0
133,18,6,12,5,132,14,13,9,6,9,6,4
134,18,6,12,6,121,14,14,8,4,6,5,2
135,18,6,12,7,132,29,28,23,16,9,8,5
136,18,6,12,8,132,0,0,0,0,0,0,0
137,18,6,12,9,132,0,0,0,0,0,0,0
138,18,6,12,10,121,0,0,0,0,0,0,0
139,18,6,12,11,110,110,110,110,55,110,106,53
140,18,6,12,13,143,143,143,143,139,136,136,132
141,18,6,12,14,11,0,0,0,0,0,0,0
142,18,6,13,1,99,0,0,0,0,0,0,0
143,18,6,13,2,88,0,0,0,0,0,0,0
144,18,6,13,3,88,77,77,63,51,44,23,12
145,18,6,13,4,132,0,0,0,0,0,0,0
146,18,6,13,5,154,0,0,0,0,0,0,0
147,18,6,13,6,132,95,93,72,10,59,54,7
148,18,6,13,7,154,11,11,4,0,0,0,0
149,18,6,13,8,143,0,0,0,0,0,0,0
150,18,6,13,9,132,0,0,0,0,0,0,0
151,18,6,13,10,143,0,0,0,0,0,0,0
152,18,6,13,11,110,0,0,0,0,0,0,0
153,18,6,13,12,121,9,9,0,0,4,0,0
154,18,6,13,13,66,0,0,0,0,0,0,0
155,18,6,13,14,110,0,0,0,0,0,0,0
156,18,6,14,0,132,0,0,0,0,0,0,0
157,18,6,14,1,44,0,0,0,0,0,0,0
158,18,6,14,2,143,0,0,0,0,0,0,0
159,18,6,14,3,110,0,0,0,0,0,0,0
160,18,6,14,4,99,0,0,0,0,0,0,0
161,18,6,14,5,110,0,0,0,0,0,0,0
162,18,6,14,6,132,0,0,0,0,0,0,0
163,18,6,14,7,99,0,0,0,0,0,0,0
164,18,6,14,8,121,0,0,0,0,0,0,0
165,18,6,14,9,121,0,0,0,0,0,0,0
166,18,6,14,10,143,0,0,0,0,0,0,0
167,18,6,14,11,154,0,0,0,0,0,0,0
168,18,6,14,12,132,0,0,0,0,0,0,0
169,18,6,15,1,77,0,0,0,0,0,0,0
170,18,6,15,2,121,0,0,0,0,0,0,0
171,18,6,15,3,132,0,0,0,0,0,0,0
172,18,6,15,4,110,0,0,0,0,0,0,0
173,18,6,15,5,143,0,0,0,0,0,0,0
174,18,6,15,6,110,0,0,0,0,0,0,0
175,18,6,15,7,143,0,0,0,0,0,0,0
176,18,6,15,8,88,0,0,0,0,0,0,0
177,18,6,15,9,132,6,6,1,0,0,0,0
178,18,6,15,10,121,0,0,0,0,0,0,0
179,18,6,15,11,154,0,0,0,0,0,0,0
180,18,6,15,12,99,0,0,0,0,0,0,0
181,18,6,15,13,132,0,0,0,0,0,0,0
182,18,6,15,14,110,0,0,0,0,0,0,0
183,18,6,15,15,121,110,110,62,0,105,58,0
184,18,6,15,16,88,80,80,59,44,36,25,22
185,18,6,15,17,132,0,0,0,0,0,0,0
186,18,6,15,18,143,0,0,0,0,0,0,0
187,18,6,15,19,132,0,0,0,0,0,0,0
188,18,6,15,20,110,0,0,0,0,0,0,0
189,18,6,15,21,77,6,6,3,0,3,0,0
190,18,6,16,8,132,80,80,79,66,54,54,39
191,18,6,16,9,143,110,110,109,108,104,104,100
192,18,7,18,5,90,0,0,0,0,0,0,0
193,18,7,18,6,110,83,83,55,4,47,31,1
194,18,7,18,8,100,0,0,0,0,0,0,0
195,18,7,18,9,130,0,0,0,0,0,0,0
196,18,7,18,10,90,0,0,0,0,0,0,0
197,18,7,18,11,130,0,0,0,0,0,0,0
198,18,7,9,7,120,104,104,42,0,87,24,0
199,18,7,18,12,120,0,0,0,0,0,0,0
200,18,7,18,13,110,0,0,0,0,0,0,0
201,18,7,19,1,60,0,0,0,0,0,0,0
202,18,7,19,2,60,0,0,0,0,0,0,0
203,18,7,19,3,110,0,0,0,0,0,0,0
204,18,7,19,4,130,0,0,0,0,0,0,0
205,18,7,19,5,120,0,0,0,0,0,0,0
206,18,7,9,8,140,140,140,140,140,140,140,140
207,18,7,9,9,110,110,110,110,110,110,110,110
208,18,7,9,10,100,0,0,0,0,0,0,0
209,18,7,10,6,140,15,15,2,0,14,2,0
210,18,7,10,7,130,0,0,0,0,0,0,0
211,18,7,10,8,120,120,120,120,120,120,120,120
212,18,7,10,9,90,59,59,59,59,59,59,59
213,18,7,10,10,110,0,0,0,0,0,0,0
214,18,7,10,11,130,0,0,0,0,0,0,0
215,18,7,10,12,120,0,0,0,0,0,0,0
216,18,7,10,13,120,0,0,0,0,0,0,0
217,18,7,10,14,130,0,0,0,0,0,0,0
218,18,7,11,3,110,8,8,0,0,0,0,0
219,18,7,11,4,120,20,20,5,0,20,3,0
220,18,7,11,5,90,0,0,0,0,0,0,0
221,18,7,11,6,120,0,0,0,0,0,0,0
222,18,7,11,7,100,96,96,94,93,87,78,67
223,18,7,11,8,130,130,130,129,127,120,114,105
224,18,7,11,12,130,0,0,0,0,0,0,0
225,18,7,11,13,120,0,0,0,0,0,0,0
226,18,7,11,14,110,0,0,0,0,0,0,0
227,18,7,12,3,70,0,0,0,0,0,0,0
228,18,7,12,4,110,0,0,0,0,0,0,0
229,18,7,12,5,120,0,0,0,0,0,0,0
230,18,7,12,6,110,1,1,0,0,0,0,0
231,18,7,12,7,120,28,28,27,19,12,11,6
232,18,7,12,8,120,7,7,3,1,3,0,0
233,18,7,12,9,120,65,65,51,38,11,8,3
234,18,7,12,10,110,0,0,0,0,0,0,0
235,18,7,12,11,100,58,58,41,12,24,14,5
236,18,7,12,13,130,63,63,18,0,30,2,0
237,18,7,12,14,10,0,0,0,0,0,0,0
238,18,7,13,1,90,0,0,0,0,0,0,0
239,18,7,13,2,80,0,0,0,0,0,0,0
240,18,7,13,3,80,0,0,0,0,0,0,0
241,18,7,13,4,120,0,0,0,0,0,0,0
242,18,7,13,5,140,0,0,0,0,0,0,0
243,18,7,13,6,120,0,0,0,0,0,0,0
244,18,7,13,7,140,73,73,53,18,17,14,5
245,18,7,13,8,130,0,0,0,0,0,0,0
246,18,7,13,9,120,0,0,0,0,0,0,0
247,18,7,13,10,130,0,0,0,0,0,0,0
248,18,7,13,11,100,0,0,0,0,0,0,0
249,18,7,13,12,110,0,0,0,0,0,0,0
250,18,7,13,13,60,0,0,0,0,0,0,0
251,18,7,13,14,100,0,0,0,0,0,0,0
252,18,7,14,0,120,0,0,0,0,0,0,0
253,18,7,14,1,40,0,0,0,0,0,0,0
254,18,7,14,2,130,0,0,0,0,0,0,0
255,18,7,14,3,100,0,0,0,0,0,0,0
256,18,7,14,4,90,0,0,0,0,0,0,0
257,18,7,14,5,100,0,0,0,0,0,0,0
258,18,7,14,6,120,0,0,0,0,0,0,0
259,18,7,14,7,90,0,0,0,0,0,0,0
260,18,7,14,8,110,0,0,0,0,0,0,0
261,18,7,14,9,110,0,0,0,0,0,0,0
262,18,7,14,10,130,0,0,0,0,0,0,0
263,18,7,14,11,140,0,0,0,0,0,0,0
264,18,7,14,12,120,0,0,0,0,0,0,0
265,18,7,15,1,70,0,0,0,0,0,0,0
266,18,7,15,2,110,0,0,0,0,0,0,0
267,18,7,15,3,120,0,0,0,0,0,0,0
268,18,7,15,4,100,0,0,0,0,0,0,0
269,18,7,15,5,130,0,0,0,0,0,0,0
270,18,7,15,6,100,0,0,0,0,0,0,0
271,18,7,15,7,130,0,0,0,0,0,0,0
272,18,7,15,8,80,0,0,0,0,0,0,0
273,18,7,15,9,120,0,0,0,0,0,0,0
274,18,7,15,10,110,0,0,0,0,0,0,0
275,18,7,15,11,140,0,0,0,0,0,0,0
276,18,7,15,12,90,0,0,0,0,0,0,0
277,18,7,15,13,120,0,0,0,0,0,0,0
278,18,7,15,14,100,0,0,0,0,0,0,0
279,18,7,15,15,110,96,93,20,0,82,14,0
280,18,7,15,16,80,0,0,0,0,0,0,0
281,18,7,15,17,120,0,0,0,0,0,0,0
282,18,7,15,18,130,0,0,0,0,0,0,0
283,18,7,15,19,120,5,5,2,0,0,0,0
284,18,7,15,20,100,0,0,0,0,0,0,0
285,18,7,15,21,70,0,0,0,0,0,0,0
286,18,7,16,8,120,120,119,119,106,119,119,106
287,18,7,16,9,130,130,130,130,130,130,130,130
288,18,8,18,5,90,90,90,90,90,68,60,47
289,18,8,18,6,110,0,0,0,0,0,0,0
290,18,8,18,7,100,0,0,0,0,0,0,0
291,18,8,18,9,130,68,68,35,3,31,16,1
292,18,8,18,10,90,0,0,0,0,0,0,0
293,18,8,18,11,130,0,0,0,0,0,0,0
294,18,8,9,7,120,0,0,0,0,0,0,0
295,18,8,18,12,120,0,0,0,0,0,0,0
296,18,8,18,13,110,0,0,0,0,0,0,0
297,18,8,19,1,60,40,40,40,20,39,39,18
298,18,8,19,2,60,0,0,0,0,0,0,0
299,18,8,19,3,110,0,0,0,0,0,0,0
300,18,8,19,4,130,0,0,0,0,0,0,0
301,18,8,19,5,120,0,0,0,0,0,0,0
302,18,8,9,8,140,0,0,0,0,0,0,0
303,18,8,9,9,110,0,0,0,0,0,0,0
304,18,8,9,10,100,0,0,0,0,0,0,0
305,18,8,10,6,140,0,0,0,0,0,0,0
306,18,8,10,7,130,0,0,0,0,0,0,0
307,18,8,10,8,120,0,0,0,0,0,0,0
308,18,8,10,9,90,0,0,0,0,0,0,0
309,18,8,10,10,110,0,0,0,0,0,0,0
310,18,8,10,11,130,0,0,0,0,0,0,0
311,18,8,10,12,120,0,0,0,0,0,0,0
312,18,8,10,13,120,0,0,0,0,0,0,0
313,18,8,10,14,130,130,130,130,120,119,115,105
314,18,8,11,3,110,42,42,40,34,34,25,19
315,18,8,11,4,120,31,31,10,0,0,0,0
316,18,8,11,5,90,0,0,0,0,0,0,0
317,18,8,11,6,120,0,0,0,0,0,0,0
318,18,8,11,7,100,0,0,0,0,0,0,0
319,18,8,11,8,130,0,0,0,0,0,0,0
320,18,8,11,12,130,0,0,0,0,0,0,0
321,18,8,11,13,120,0,0,0,0,0,0,0
322,18,8,11,14,110,0,0,0,0,0,0,0
323,18,8,12,3,70,9,9,5,4,2,2,2
324,18,8,12,4,110,0,0,0,0,0,0,0
325,18,8,12,5,120,0,0,0,0,0,0,0
326,18,8,12,6,110,0,0,0,0,0,0,0
327,18,8,12,7,120,0,0,0,0,0,0,0
328,18,8,12,8,120,0,0,0,0,0,0,0
329,18,8,12,9,120,0,0,0,0,0,0,0
330,18,8,12,10,110,0,0,0,0,0,0,0
331,18,8,12,11,100,100,100,100,68,100,100,59
332,18,8,12,13,130,0,0,0,0,0,0,0
333,18,8,12,14,10,0,0,0,0,0,0,0
334,18,8,13,1,90,0,0,0,0,0,0,0
335,18,8,13,2,80,0,0,0,0,0,0,0
336,18,8,13,3,80,20,20,5,0,4,1,0
337,18,8,13,4,120,120,119,119,110,95,95,84
338,18,8,13,5,140,0,0,0,0,0,0,0
339,18,8,13,6,120,0,0,0,0,0,0,0
340,18,8,13,7,140,0,0,0,0,0,0,0
341,18,8,13,8,130,0,0,0,0,0,0,0
342,18,8,13,9,120,0,0,0,0,0,0,0
343,18,8,13,10,130,0,0,0,0,0,0,0
344,18,8,13,11,100,0,0,0,0,0,0,0
345,18,8,13,12,110,0,0,0,0,0,0,0
346,18,8,13,13,60,0,0,0,0,0,0,0
347,18,8,13,14,100,0,0,0,0,0,0,0
348,18,8,14,0,120,0,0,0,0,0,0,0
349,18,8,14,1,40,0,0,0,0,0,0,0
350,18,8,14,2,130,0,0,0,0,0,0,0
351,18,8,14,3,100,0,0,0,0,0,0,0
352,18,8,14,4,90,87,87,69,24,79,67,23
353,18,8,14,5,100,0,0,0,0,0,0,0
354,18,8,14,6,120,0,0,0,0,0,0,0
355,18,8,14,7,90,0,0,0,0,0,0,0
356,18,8,14,8,110,0,0,0,0,0,0,0
357,18,8,14,9,110,0,0,0,0,0,0,0
358,18,8,14,10,130,0,0,0,0,0,0,0
359,18,8,14,11,140,36,36,22,12,10,6,5
360,18,8,14,12,120,120,120,120,102,94,89,64
361,18,8,15,1,70,0,0,0,0,0,0,0
362,18,8,15,2,110,0,0,0,0,0,0,0
363,18,8,15,3,120,0,0,0,0,0,0,0
364,18,8,15,4,100,0,0,0,0,0,0,0
365,18,8,15,5,130,0,0,0,0,0,0,0
366,18,8,15,6,100,0,0,0,0,0,0,0
367,18,8,15,7,130,0,0,0,0,0,0,0
368,18,8,15,8,80,0,0,0,0,0,0,0
369,18,8,15,9,120,0,0,0,0,0,0,0
370,18,8,15,10,110,0,0,0,0,0,0,0
371,18,8,15,11,140,0,0,0,0,0,0,0
372,18,8,15,12,90,49,49,34,18,40,28,14
373,18,8,15,13,120,0,0,0,0,0,0,0
374,18,8,15,14,100,0,0,0,0,0,0,0
375,18,8,15,15,110,48,48,7,1,19,6,1
376,18,8,15,16,80,48,48,35,30,31,16,13
377,18,8,15,17,120,0,0,0,0,0,0,0
378,18,8,15,18,130,0,0,0,0,0,0,0
379,18,8,15,19,120,0,0,0,0,0,0,0
380,18,8,15,20,100,0,0,0,0,0,0,0
381,18,8,15,21,70,0,0,0,0,0,0,0
382,18,8,16,8,120,0,0,0,0,0,0,0
383,18,8,16,9,130,0,0,0,0,0,0,0
384,18,9,18,5,117,117,117,117,117,117,117,117
385,18,9,18,6,143,0,0,0,0,0,0,0
386,18,9,18,7,130,0,0,0,0,0,0,0
387,18,9,18,8,130,79,79,38,15,42,21,3
388,18,9,18,10,117,4,4,1,0,0,0,0
389,18,9,18,11,169,117,117,88,11,99,67,6
390,18,9,9,7,156,0,0,0,0,0,0,0
391,18,9,18,12,156,0,0,0,0,0,0,0
392,18,9,18,13,143,0,0,0,0,0,0,0
393,18,9,19,1,78,52,52,52,36,52,52,31
394,18,9,19,2,78,54,54,40,21,43,33,12
395,18,9,19,3,143,23,22,6,0,13,3,0
396,18,9,19,4,169,0,0,0,0,0,0,0
397,18,9,19,5,156,0,0,0,0,0,0,0
398,18,9,9,8,182,0,0,0,0,0,0,0
399,18,9,9,9,143,0,0,0,0,0,0,0
400,18,9,9,10,130,0,0,0,0,0,0,0
401,18,9,10,6,182,0,0,0,0,0,0,0
402,18,9,10,7,169,0,0,0,0,0,0,0
403,18,9,10,8,156,0,0,0,0,0,0,0
404,18,9,10,9,117,0,0,0,0,0,0,0
405,18,9,10,10,143,0,0,0,0,0,0,0
406,18,9,10,11,169,169,168,168,130,168,168,120
407,18,9,10,12,156,101,101,93,69,18,14,8
408,18,9,10,13,156,0,0,0,0,0,0,0
409,18,9,10,14,169,169,168,169,163,168,169,161
410,18,9,11,3,143,0,0,0,0,0,0,0
411,18,9,11,4,156,0,0,0,0,0,0,0
412,18,9,11,5,117,0,0,0,0,0,0,0
413,18,9,11,6,156,0,0,0,0,0,0,0
414,18,9,11,7,130,0,0,0,0,0,0,0
415,18,9,11,8,169,0,0,0,0,0,0,0
416,18,9,11,12,169,0,0,0,0,0,0,0
417,18,9,11,13,156,0,0,0,0,0,0,0
418,18,9,11,14,143,0,0,0,0,0,0,0
419,18,9,12,3,91,0,0,0,0,0,0,0
420,18,9,12,4,143,0,0,0,0,0,0,0
421,18,9,12,5,156,0,0,0,0,0,0,0
422,18,9,12,6,143,0,0,0,0,0,0,0
423,18,9,12,7,156,0,0,0,0,0,0,0
424,18,9,12,8,156,0,0,0,0,0,0,0
425,18,9,12,9,156,0,0,0,0,0,0,0
426,18,9,12,10,143,0,0,0,0,0,0,0
427,18,9,12,11,130,130,130,130,61,130,130,51
428,18,9,12,13,169,0,0,0,0,0,0,0
429,18,9,12,14,13,0,0,0,0,0,0,0
430,18,9,13,1,117,0,0,0,0,0,0,0
431,18,9,13,2,104,0,0,0,0,0,0,0
432,18,9,13,3,104,0,0,0,0,0,0,0
433,18,9,13,4,156,147,146,131,89,105,80,41
434,18,9,13,5,182,0,0,0,0,0,0,0
435,18,9,13,6,156,0,0,0,0,0,0,0
436,18,9,13,7,182,0,0,0,0,0,0,0
437,18,9,13,8,169,0,0,0,0,0,0,0
438,18,9,13,9,156,0,0,0,0,0,0,0
439,18,9,13,10,169,0,0,0,0,0,0,0
440,18,9,13,11,130,0,0,0,0,0,0,0
441,18,9,13,12,143,0,0,0,0,0,0,0
442,18,9,13,13,78,0,0,0,0,0,0,0
443,18,9,13,14,130,0,0,0,0,0,0,0
444,18,9,14,0,156,0,0,0,0,0,0,0
445,18,9,14,1,52,0,0,0,0,0,0,0
446,18,9,14,2,169,0,0,0,0,0,0,0
447,18,9,14,3,130,0,0,0,0,0,0,0
448,18,9,14,4,117,30,24,6,0,7,4,0
449,18,9,14,5,130,0,0,0,0,0,0,0
450,18,9,14,6,156,0,0,0,0,0,0,0
451,18,9,14,7,117,0,0,0,0,0,0,0
452,18,9,14,8,143,50,50,34,9,5,8,0
453,18,9,14,9,143,139,139,132,116,105,91,63
454,18,9,14,10,169,1,1,0,0,0,0,0
455,18,9,14,11,182,182,182,182,182,172,166,149
456,18,9,14,12,156,156,156,156,156,156,156,156
457,18,9,15,1,91,0,0,0,0,0,0,0
458,18,9,15,2,143,0,0,0,0,0,0,0
459,18,9,15,3,156,0,0,0,0,0,0,0
460,18,9,15,4,130,0,0,0,0,0,0,0
461,18,9,15,5,169,73,73,10,0,16,2,0
462,18,9,15,6,130,0,0,0,0,0,0,0
463,18,9,15,7,169,0,0,0,0,0,0,0
464,18,9,15,8,104,0,0,0,0,0,0,0
465,18,9,15,9,156,0,0,0,0,0,0,0
466,18,9,15,10,143,0,0,0,0,0,0,0
467,18,9,15,11,182,0,0,0,0,0,0,0
468,18,9,15,12,117,97,97,91,57,96,91,57
469,18,9,15,13,156,0,0,0,0,0,0,0
470,18,9,15,14,130,80,80,44,2,65,23,0
471,18,9,15,15,143,10,10,2,0,2,0,0
472,18,9,15,16,104,0,0,0,0,0,0,0
473,18,9,15,17,156,0,0,0,0,0,0,0
474,18,9,15,18,169,0,0,0,0,0,0,0
475,18,9,15,19,156,0,0,0,0,0,0,0
476,18,9,15,20,130,0,0,0,0,0,0,0
477,18,9,15,21,91,0,0,0,0,0,0,0
478,18,9,16,8,156,0,0,0,0,0,0,0
479,18,9,16,9,169,0,0,0,0,0,0,0
480,18,10,18,5,81,9,9,2,0,0,0,0
481,18,10,18,6,99,0,0,0,0,0,0,0
482,18,10,18,7,90,0,0,0,0,0,0,0
483,18,10,18,8,90,0,0,0,0,0,0,0
484,18,10,18,9,117,4,4,0,0,1,0,0
485,18,10,18,11,117,19,18,2,0,4,0,0
486,18,10,9,7,108,0,0,0,0,0,0,0
487,18,10,18,12,108,0,0,0,0,0,0,0
488,18,10,18,13,99,0,0,0,0,0,0,0
489,18,10,19,1,54,53,53,52,41,43,40,28
490,18,10,19,2,54,46,46,34,16,30,22,11
491,18,10,19,3,99,19,19,6,0,6,1,0
492,18,10,19,4,117,0,0,0,0,0,0,0
493,18,10,19,5,108,0,0,0,0,0,0,0
494,18,10,9,8,126,0,0,0,0,0,0,0
495,18,10,9,9,99,0,0,0,0,0,0,0
496,18,10,9,10,90,0,0,0,0,0,0,0
497,18,10,10,6,126,0,0,0,0,0,0,0
498,18,10,10,7,117,0,0,0,0,0,0,0
499,18,10,10,8,108,0,0,0,0,0,0,0
500,18,10,10,9,81,0,0,0,0,0,0,0
501,18,10,10,10,99,0,0,0,0,0,0,0
502,18,10,10,11,117,117,117,95,22,104,83,16
503,18,10,10,12,108,82,82,49,9,21,5,0
504,18,10,10,13,108,0,0,0,0,0,0,0
505,18,10,10,14,117,0,0,0,0,0,0,0
506,18,10,11,3,99,0,0,0,0,0,0,0
507,18,10,11,4,108,0,0,0,0,0,0,0
508,18,10,11,5,81,0,0,0,0,0,0,0
509,18,10,11,6,108,0,0,0,0,0,0,0
510,18,10,11,7,90,0,0,0,0,0,0,0
511,18,10,11,8,117,0,0,0,0,0,0,0
512,18,10,11,12,117,0,0,0,0,0,0,0
513,18,10,11,13,108,0,0,0,0,0,0,0
514,18,10,11,14,99,0,0,0,0,0,0,0
515,18,10,12,3,63,0,0,0,0,0,0,0
516,18,10,12,4,99,0,0,0,0,0,0,0
517,18,10,12,5,108,0,0,0,0,0,0,0
518,18,10,12,6,99,0,0,0,0,0,0,0
519,18,10,12,7,108,0,0,0,0,0,0,0
520,18,10,12,8,108,0,0,0,0,0,0,0
521,18,10,12,9,108,0,0,0,0,0,0,0
522,18,10,12,10,99,0,0,0,0,0,0,0
523,18,10,12,11,90,16,16,10,0,16,10,0
524,18,10,12,13,117,0,0,0,0,0,0,0
525,18,10,12,14,9,0,0,0,0,0,0,0
526,18,10,13,1,81,0,0,0,0,0,0,0
527,18,10,13,2,72,0,0,0,0,0,0,0
528,18,10,13,3,72,0,0,0,0,0,0,0
529,18,10,13,4,108,0,0,0,0,0,0,0
530,18,10,13,5,126,0,0,0,0,0,0,0
531,18,10,13,6,108,0,0,0,0,0,0,0
532,18,10,13,7,126,0,0,0,0,0,0,0
533,18,10,13,8,117,0,0,0,0,0,0,0
534,18,10,13,9,108,0,0,0,0,0,0,0
535,18,10,13,10,117,0,0,0,0,0,0,0
